"","zipcode","date","hour_of_day","policy_active","traffic_index","cars_requested","cars_available","mean_price","std_price","zipcode_type","major_city","post_office_city","common_city_list","county","state","lat","lng","timezone","radius_in_miles","area_code_list","population","population_density","land_area_in_sqmi","water_area_in_sqmi","housing_units","occupied_housing_units","median_home_value","median_household_income","bounds_west","bounds_east","bounds_north","bounds_south"
"568","93250",2023-07-10,1,0,45.1149812960211,23,41,45.6189808545202,5.28376700444517,"Standard","Mc Farland","Mc Farland, CA",<raw>,"Kern County","CA",35.7,-119.2,"Pacific",9,<raw>,13522,160,84.57,0.02,2924,2815,116100,35616,-119.330565,-119.080437,35.76136,35.565442
"569","94041",2023-11-08,9,0,56.2747248869256,21,26,47.3008566810199,5.82639160470142,"Standard","Mountain View","Mountain View, CA",<raw>,"Santa Clara County","CA",37.39,-122.07,"Pacific",2,<raw>,13292,8689,1.53,0,6331,5966,854600,92125,-122.096323,-122.05533,37.400534,37.37632
"570","94949",2023-11-18,3,0,47.2365968628803,32,32,35.3124385912568,3.94443407466744,"Standard","Novato","Novato, CA",<raw>,"Marin County","CA",38.07,-122.54,"Pacific",4,<raw>,17202,1145,15.03,1.23,7282,6902,573800,77308,-122.606192,-122.47966,38.099271,38.038421
"571","91793",2023-03-10,15,1,44.0929170880478,24,26,53.7225648851933,5.26359309945752,"PO Box","West Covina",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","91716",2023-04-14,21,1,35.4327888931792,14,29,49.5073231332783,6.34557507833159,"PO Box","City Of Industry",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","95625",2023-02-08,18,1,41.9821027446739,27,30,34.3984294172134,6.04686788450312,"PO Box","Elmira","Elmira, CA",<raw>,"Solano County","CA",38.35,-121.92,"Pacific",7,<raw>,155,134,1.15,0,69,64,NA,75114,-121.924764,-121.896852,38.36623,38.346687
"574","94282",2023-05-31,11,1,59.6715616166901,19,23,57.3153250457607,7.27731042167427,"PO Box","Sacramento",NA,<raw>,"Sacramento County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","93601",2023-03-27,10,1,49.6989268850045,23,25,40.9577375823701,5.58134223937046,"Standard","Ahwahnee","Ahwahnee, CA",<raw>,"Madera County","CA",37.37,-119.74,"Pacific",5,<raw>,1909,43,44.64,0.02,884,771,252800,53594,-119.81295,-119.656226,37.471439,37.320978
"576","94511",2023-08-12,3,1,45.2799252156541,11,40,56.0459338982718,4.00920905907594,"PO Box","Bethel Island","Bethel Island, CA",<raw>,"Contra Costa County","CA",38.05,-121.63,"Pacific",4,<raw>,2137,384,5.56,0,1327,1026,206100,35288,-121.67606,-121.607792,38.04813,38.009396
"577","96094",2023-05-31,18,1,42.602830336391,13,36,54.4570906186446,4.84623418822385,"Standard","Weed","Weed, CA",<raw>,"Siskiyou County","CA",41.4,-122.4,"Pacific",14,<raw>,6630,27,247.4,4.34,3305,2712,200200,42857,-122.602702,-122.01951,41.753007,41.34985
"578","92039",2023-06-22,18,1,45.2482250683813,15,29,56.5618938842118,3.73796766156531,"PO Box","La Jolla",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","91616",2023-05-25,6,1,47.3282502992835,27,27,53.0551433149801,4.79517799878386,"PO Box","North Hollywood",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","92111",2023-04-26,23,1,25.2701409855307,21,37,45.561109292667,2.85649428763284,"Standard","San Diego","San Diego, CA",<raw>,"San Diego County","CA",32.82,-117.15,"Pacific",5,<raw>,45096,5331,8.46,0,17268,16498,387100,57350,-117.196669,-117.133995,32.847326,32.767112
"581","94516",2023-02-23,12,1,44.3266183898559,26,36,47.7969266508037,7.15732767084305,"PO Box","Canyon","Canyon, CA",<raw>,"Contra Costa County","CA",37.83,-122.16,"Pacific",0.852272727272727,<raw>,211,241,0.87,0,91,88,364300,100938,-122.181285,-122.151284,37.84516,37.820311
"582","93620",2023-05-29,10,1,47.619315457825,13,25,64.2465632249075,7.26678048681087,"Standard","Dos Palos","Dos Palos, CA",<raw>,"Merced County","CA",37.1,-120.7,"Pacific",17,<raw>,9591,55,174.67,0.32,3296,2897,107500,34579,-120.770705,-120.462256,37.186143,36.902091
"583","90027",2023-04-27,7,1,41.6365192218626,20,26,14.1561733326423,4.09808887056038,"Standard","Los Angeles","Los Angeles, CA",<raw>,"Los Angeles County","CA",34.13,-118.29,"Pacific",3,<raw>,45151,5464,8.26,0.1,23390,21929,793200,47993,-118.312615,-118.265391,34.161439,34.09489
"584","93117",2023-09-23,12,1,31.0012228234965,19,22,40.2837044670581,3.23133152110473,"Standard","Goleta","Goleta, CA",<raw>,"Santa Barbara County","CA",34.2,-120,"Pacific",32,<raw>,53217,313,170.08,1.93,16470,15606,634000,56669,-120.417246,-119.813125,34.60655,34.403528
"585","95473",2023-02-13,10,1,25.4966102806762,16,27,52.7165791010749,4.21826581537355,"PO Box","Sebastopol",NA,<raw>,"Sonoma County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","95652",2023-11-11,1,1,46.3416584358201,20,24,62.4348238051685,5.88852265713682,"Standard","Mcclellan","Mcclellan, CA",<raw>,"Sacramento County","CA",38.66,-121.4,"Pacific",2,<raw>,739,196,3.77,0,223,191,NA,29583,-121.421372,-121.382833,38.690593,38.639788
"587","93552",2023-07-15,7,0,37.6209498585942,23,36,60.4115008031195,5.3961100010858,"Standard","Palmdale","Palmdale, CA",<raw>,"Los Angeles County","CA",34.5,-118,"Pacific",9,<raw>,38158,787,48.5,0.25,10422,9690,159600,56163,-118.07917,-117.969133,34.660778,34.470097
"588","92548",2023-10-24,9,1,38.6273404551759,22,35,48.3680775842856,3.94557841748669,"Standard","Homeland","Homeland, CA",<raw>,"Riverside County","CA",33.75,-117.1,"Pacific",3,<raw>,6643,676,9.83,0,2518,2175,99500,39709,-117.136596,-117.068011,33.788436,33.731753
"589","91793",2023-11-23,6,1,39.1988245309946,15,15,50.4420002207311,6.43414511194236,"PO Box","West Covina",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","96015",2023-10-26,14,1,36.4102512092045,22,28,37.9111050430598,5.30484986599197,"Standard","Canby","Canby, CA",<raw>,"Modoc County","CA",41.6,-121,"Pacific",29,<raw>,465,2,241.98,8.58,156,125,155300,23167,-121.18424,-120.702251,41.765227,41.335747
"591","95208",2023-04-29,10,1,37.984651507423,26,30,55.4546963017816,3.05480306138332,"PO Box","Stockton",NA,<raw>,"San Joaquin County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","96126",2023-04-21,11,1,13.107545862735,16,36,51.6052144144107,4.99458680080686,"Standard","Sierraville","Sierraville, CA",<raw>,"Sierra County","CA",39.6,-120.3,"Pacific",12,<raw>,215,2,88.71,1,156,101,NA,NA,-120.621151,-120.237391,39.602281,39.446056
"593","93902",2023-09-08,3,1,46.7758458869496,27,29,48.4325326980163,2.07503305661933,"PO Box","Salinas",NA,<raw>,"Monterey County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","92195",2023-07-03,15,1,48.8771883147137,19,38,58.3118382084509,4.15332297384169,"PO Box","San Diego",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","91222",2023-08-21,18,0,62.3368403961898,32,32,48.5524806636061,5.30509250640452,"PO Box","Glendale",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","95935",2023-07-01,15,1,73.9733503360691,18,36,34.2736473011687,3.03226205135575,"Standard","Dobbins","Dobbins, CA",<raw>,"Yuba County","CA",39.37,-121.19,"Pacific",7,<raw>,631,27,23.6,0.07,332,266,162500,56771,-121.243033,-121.136507,39.454038,39.327438
"597","95070",2023-06-11,6,1,53.6719889090828,19,24,37.0429456983719,6.85748273921192,"Standard","Saratoga","Saratoga, CA",<raw>,"Santa Clara County","CA",37.27,-122.05,"Pacific",4,<raw>,30617,1201,25.49,0.02,11379,10977,1000001,158655,-122.138483,-121.98948,37.296332,37.20799
"598","93199",2023-07-21,14,1,48.2701897188239,24,29,49.6537110665218,6.829820645887,"Unique","Goleta",NA,<raw>,"Santa Barbara County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","93637",2023-04-09,1,1,28.8024792933059,13,28,47.4202588872738,3.6095065488738,"Standard","Madera","Madera, CA",<raw>,"Madera County","CA",36.9,-120.2,"Pacific",19,<raw>,37743,140,270.51,0.06,12241,11283,165200,48974,-120.458585,-119.932338,37.062018,36.768298
"600","90639",2023-09-24,12,0,41.588503171602,19,30,47.1285377470424,8.02698879468227,"Unique","La Mirada",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","93451",2023-03-18,20,0,48.180301850178,21,25,46.3230271268013,6.37114805818243,"Standard","San Miguel","San Miguel, CA",<raw>,"San Luis Obispo County","CA",36,-120.6,"Pacific",27,<raw>,3779,7,510.18,1.54,1462,1258,294100,55670,-120.889492,-120.240246,36.121191,35.685512
"602","92339",2023-04-20,1,0,45.3483656328144,24,32,55.8794815249214,3.09271318847993,"Standard","Forest Falls","Forest Falls, CA",<raw>,"San Bernardino County","CA",34.1,-116.8,"Pacific",11,<raw>,885,84,10.57,0,716,389,237500,61563,-116.981875,-116.8773,34.121018,34.067928
"603","90264",2023-12-11,5,0,54.3417106622978,18,22,46.8554818145419,3.93168048261479,"PO Box","Malibu",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","92697",2023-04-24,3,1,49.8113297179225,17,20,54.5843632936966,5.17271348634237,"Unique","Irvine",NA,<raw>,"Orange County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","93747",2023-01-30,22,1,40.3023216807479,26,28,52.6922632345125,8.21897909965256,"PO Box","Fresno",NA,<raw>,"Fresno County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","92551",2023-04-07,20,1,33.4531409745977,21,46,39.9328622643371,4.38118897965768,"Standard","Moreno Valley","Moreno Valley, CA",<raw>,"Riverside County","CA",33.88,-117.22,"Pacific",2,<raw>,30815,5247,5.87,0.1,8114,7575,162600,52505,-117.243838,-117.205163,33.902834,33.858941
"607","96011",2023-01-13,15,0,20.4620756504132,20,32,51.7141825068096,4.49816812760033,"PO Box","Big Bend","Big Bend, CA",<raw>,"Shasta County","CA",41.02,-121.93,"Pacific",1,<raw>,218,1,319.05,2.27,191,115,109400,32083,-122.24951,-121.704565,41.183394,40.870469
"608","90304",2023-07-10,12,0,59.9660570082722,20,28,38.1945472802362,5.00863244401887,"Standard","Inglewood","Inglewood, CA",<raw>,"Los Angeles County","CA",33.94,-118.36,"Pacific",0.909090909090909,<raw>,28210,18007,1.57,0,6946,6634,312000,37783,-118.378432,-118.343893,33.94646,33.923643
"609","96079",2023-05-18,2,1,54.3231617845694,16,32,24.732324622928,5.34233396228646,"PO Box","Shasta Lake",NA,<raw>,"Shasta County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","91761",2023-05-31,18,0,44.1637842932926,21,24,23.1630492484885,4.23148231680701,"Standard","Ontario","Ontario, CA",<raw>,"San Bernardino County","CA",34.03,-117.59,"Pacific",4,<raw>,56913,1951,29.17,0.01,16038,15368,269500,60971,-117.654503,-117.524085,34.067736,33.983079
"611","92179",2023-03-18,20,1,30.2696967390487,25,28,55.8213616493779,1.53450633244917,"PO Box","San Diego",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","95837",2023-05-11,18,0,62.893875598892,22,38,39.5624263396372,5.88566168848504,"Standard","Sacramento","Sacramento, CA",<raw>,"Sacramento County","CA",38.7,-121.59,"Pacific",5,<raw>,315,17,18.05,0.42,144,131,336700,42500,-121.634158,-121.540434,38.779781,38.642405
"613","91376",2023-06-21,12,1,78.7025264070251,25,34,53.1043390357971,2.86236101392166,"PO Box","Agoura Hills",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","90087",2023-01-12,4,1,52.4879807058982,15,38,60.9440588635223,2.9856792149086,"PO Box","Los Angeles",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","93106",2023-12-06,22,1,57.3124940640394,22,25,45.9743939124265,8.2844451900381,"Unique","Santa Barbara",NA,<raw>,"Santa Barbara County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","91730",2023-06-19,21,0,64.3487191112101,19,25,35.004076449207,7.45275434036373,"Standard","Rancho Cucamonga","Rancho Cucamonga, CA",<raw>,"San Bernardino County","CA",34.1,-117.58,"Pacific",4,<raw>,66925,4624,14.47,0.01,24024,22811,283700,62856,-117.628887,-117.523813,34.121601,34.07718
"617","93552",2023-03-08,14,1,50.204173368043,16,24,48.4771150051034,4.54581475451537,"Standard","Palmdale","Palmdale, CA",<raw>,"Los Angeles County","CA",34.5,-118,"Pacific",9,<raw>,38158,787,48.5,0.25,10422,9690,159600,56163,-118.07917,-117.969133,34.660778,34.470097
"618","91764",2023-12-22,21,1,49.4099612781885,32,43,39.0416178510155,5.08965711760939,"Standard","Ontario","Ontario, CA",<raw>,"San Bernardino County","CA",34.08,-117.59,"Pacific",4,<raw>,54086,6756,8.01,0.05,15411,14449,225300,50270,-117.651096,-117.524001,34.093175,34.062484
"619","94246",2023-05-27,0,1,47.9572942302362,20,32,54.8892218515925,4.45624084783449,"PO Box","Sacramento",NA,<raw>,"Sacramento County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","96032",2023-08-16,22,1,43.9307927634818,22,28,46.9621171143943,7.20880013968674,"Standard","Fort Jones","Fort Jones, CA",<raw>,"Siskiyou County","CA",41.6,-122.9,"Pacific",22,<raw>,2407,5,455.53,1.36,1196,968,218900,45493,-123.280695,-122.637055,41.765399,41.467565
"621","92178",2023-09-11,2,1,54.4081293843593,18,22,53.7367157273622,5.38765061310438,"PO Box","Coronado",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","92612",2023-01-26,9,1,38.7339122750421,25,28,61.9486670546402,4.44314523576268,"Standard","Irvine","Irvine, CA",<raw>,"Orange County","CA",33.67,-117.83,"Pacific",2,<raw>,27522,4526,6.08,0.13,13044,11549,568100,68953,-117.864752,-117.778042,33.682685,33.644103
"623","93382",2023-10-08,22,1,75.5905768348345,15,26,36.833965715506,4.19769089958223,"Standard","Bakersfield",NA,<raw>,"Kern County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","94248",2023-01-20,22,1,32.891273138264,14,35,47.6047216089423,4.37144580635808,"PO Box","Sacramento",NA,<raw>,"Sacramento County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","94971",2023-11-11,17,1,76.7229886112424,30,30,51.8736953073311,3.69580942844226,"PO Box","Tomales","Tomales, CA",<raw>,"Marin County","CA",38.247,-122.905,"Pacific",0.113636363636364,<raw>,337,27,12.38,1.92,181,145,723200,62500,-122.978001,-122.852746,38.273491,38.201372
"626","90057",2023-07-07,10,1,58.5737798208016,18,29,58.4446898817981,4.95144546020128,"Standard","Los Angeles","Los Angeles, CA",<raw>,"Los Angeles County","CA",34.06,-118.28,"Pacific",0.909090909090909,<raw>,44998,50810,0.89,0.01,17247,15658,282600,28035,-118.28436,-118.266594,34.072782,34.05188
"627","90071",2023-11-22,9,0,62.8376285129283,16,36,46.8813878403176,4.54561354207617,"Standard","Los Angeles","Los Angeles, CA",<raw>,"Los Angeles County","CA",34.053,-118.255,"Pacific",0.284090909090909,<raw>,15,122,0.12,0,0,0,NA,NA,-118.259321,-118.250157,34.056087,34.050134
"628","90102",2023-05-23,21,1,38.9902955560449,25,29,47.126267065077,3.163319720681,"Unique","Los Angeles",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","92411",2023-07-28,20,1,54.9025702937104,22,28,53.175875537979,0.711793002422549,"Standard","San Bernardino","San Bernardino, CA",<raw>,"San Bernardino County","CA",34.12,-117.33,"Pacific",2,<raw>,26214,6407,4.09,0.12,7127,6468,116200,31288,-117.347943,-117.302101,34.144497,34.100851
"630","92843",2023-10-07,5,1,45.1646451190081,15,34,58.0141988949479,6.03664637775082,"Standard","Garden Grove","Garden Grove, CA",<raw>,"Orange County","CA",33.75,-117.92,"Pacific",2,<raw>,45214,11574,3.91,0,11265,10846,367300,51991,-117.95505,-117.894101,33.775158,33.732208
"631","93539",2023-04-14,0,1,55.6933328298316,13,23,49.1786839326572,4.58898511583166,"PO Box","Lancaster",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","92391",2023-09-25,22,1,21.3046907936923,22,33,51.3859631386353,2.35240299542255,"PO Box","Twin Peaks","Twin Peaks, CA",<raw>,"San Bernardino County","CA",34.24,-117.23,"Pacific",0.852272727272727,<raw>,2534,1085,2.33,0,1674,910,211900,41042,-117.251478,-117.215665,34.254024,34.224287
"633","95951",2023-09-12,12,1,63.4532293465232,20,28,63.4105170035164,2.52170977170949,"PO Box","Hamilton City","Hamilton City, CA",<raw>,"Glenn County","CA",39.73,-121.98,"Pacific",3,<raw>,2601,142,18.37,0.96,775,728,169100,39150,-122.104298,-121.941583,39.751055,39.666542
"634","91507",2023-09-06,21,1,44.9285528438349,23,32,33.2377393648298,2.97615217476543,"PO Box","Burbank",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","90895",2023-12-15,3,1,39.0820917405569,18,20,56.3569032981193,-0.790642623467948,"Unique","Carson",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","95369",2023-10-09,12,1,63.2167286469386,17,31,44.4762431740923,6.52933906307411,"Standard","Snelling","Snelling, CA",<raw>,"Merced County","CA",37.5,-120.4,"Pacific",14,<raw>,1099,7,159.31,3.14,502,392,274000,49500,-120.649068,-120.262276,37.649628,37.441684
"637","90707",2023-05-29,6,0,37.2144792596579,19,35,64.3168987371443,4.86631242292352,"PO Box","Bellflower",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","90255",2023-04-07,6,1,47.7957712494459,18,25,48.9303792592543,5.35128445921368,"Standard","Huntington Park","Huntington Park, CA",<raw>,"Los Angeles County","CA",33.98,-118.21,"Pacific",2,<raw>,75066,20189,3.72,0,19118,18419,289800,37651,-118.237907,-118.188865,33.996357,33.959029
"639","90506",2023-12-27,12,1,34.9820620550129,27,38,29.3053753736335,9.28269915329655,"Standard","Torrance","Torrance, CA",<raw>,"Los Angeles County","CA",33.885,-118.331,"Pacific",0.284090909090909,<raw>,0,NA,0,0,0,0,NA,NA,-118.334906,-118.326488,33.88743,33.881368
"640","96157",2023-01-25,15,0,64.2479872422523,21,35,49.9409301338982,6.38154536133575,"PO Box","South Lake Tahoe",NA,<raw>,"El Dorado County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","96069",2023-03-01,2,0,60.4729587002621,27,27,43.3482944040408,2.54904866098805,"Standard","Oak Run","Oak Run, CA",<raw>,"Shasta County","CA",40.7,-122,"Pacific",17,<raw>,982,11,88.61,0.15,502,412,200000,35813,-122.178332,-121.82094,40.769273,40.563872
"642","95065",2023-06-06,12,0,51.1153723505903,18,38,49.763886140837,5.90444699828073,"Standard","Santa Cruz","Santa Cruz, CA",<raw>,"Santa Cruz County","CA",37.03,-121.98,"Pacific",5,<raw>,8113,725,11.19,0,3361,3198,659500,85156,-122.013275,-121.946402,37.085795,36.983241
"643","92178",2023-04-09,20,1,63.7711677136223,14,32,52.6139177007496,6.27707482578113,"PO Box","Coronado",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","91325",2023-02-11,12,1,23.8507540155535,19,34,39.5510666294582,8.69059399248215,"Standard","Northridge","Northridge, CA",<raw>,"Los Angeles County","CA",34.23,-118.52,"Pacific",2,<raw>,32417,6724,4.82,0,12488,11825,485800,59646,-118.537102,-118.502298,34.261159,34.208401
"645","93519",2023-01-30,4,1,46.1044832208978,21,32,68.1163523177974,4.40606034626003,"PO Box","Cantil","Cantil, CA",<raw>,"Kern County","CA",35.208,-118.028,"Pacific",0.170454545454545,<raw>,101,1,78.74,0.55,86,50,NA,22083,-118.058617,-117.837787,35.360926,35.227836
"646","94709",2023-04-06,12,1,59.1825456455633,16,37,41.258645164861,7.63699578859863,"Standard","Berkeley","Berkeley, CA",<raw>,"Alameda County","CA",37.88,-122.27,"Pacific",0.738636363636364,<raw>,11806,20084,0.59,0,5605,5189,711500,57433,-122.275673,-122.254723,37.886328,37.873036
"647","92376",2023-08-15,20,0,42.4073906079926,18,32,54.8082769867817,6.45951523172772,"Standard","Rialto","Rialto, CA",<raw>,"San Bernardino County","CA",34.1,-117.39,"Pacific",3,<raw>,81516,6031,13.52,0.13,22370,20541,162300,44550,-117.43144,-117.335518,34.136573,34.068885
"648","90035",2023-08-12,15,1,61.8388495053394,26,28,56.253723034665,5.07603132602976,"Standard","Los Angeles","Los Angeles, CA",<raw>,"Los Angeles County","CA",34.05,-118.39,"Pacific",2,<raw>,28418,13808,2.06,0,14030,12814,842500,75863,-118.406643,-118.364894,34.062954,34.04141
"649","96001",2023-12-12,0,0,61.3935832691878,20,20,58.4829209665224,1.30687894335155,"Standard","Redding","Redding, CA",<raw>,"Shasta County","CA",40.6,-122.5,"Pacific",11,<raw>,33865,385,87.95,1.6,14846,13736,250700,47988,-122.546403,-122.353477,40.740405,40.489579
"650","92147",2023-02-21,6,1,55.5672594519342,24,26,34.6662687001964,6.74312903004302,"Unique","San Diego","San Diego, CA",<raw>,"San Diego County","CA",32.7228,-117.2184,"Pacific",0.0568181818181818,<raw>,559,5796,0.1,0,1,1,NA,NA,-117.225688,-117.215431,32.728096,32.720641
"651","91363",2023-09-14,3,0,52.1316600518459,19,41,50.0788034805387,9.29510002905096,"Unique","Thousand Oaks",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","93483",2023-06-09,7,0,56.8520373987142,16,35,58.2198861389301,3.6995135161572,"PO Box","Grover Beach",NA,<raw>,"San Luis Obispo County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","94608",2023-06-21,23,1,50.4996521548848,16,23,23.2059702006576,5.33541756593142,"Standard","Emeryville","Emeryville, CA",<raw>,"Alameda County","CA",37.83,-122.29,"Pacific",2,<raw>,28019,10235,2.74,0.67,15101,13051,342900,52787,-122.320248,-122.267112,37.850726,37.817431
"654","96158",2023-06-18,14,1,42.6304956998718,19,28,51.5314570635496,3.42022760082726,"PO Box","South Lake Tahoe",NA,<raw>,"El Dorado County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","94402",2023-05-22,15,1,41.5041003890807,31,31,35.9985810971276,3.87092780189771,"Standard","San Mateo","San Mateo, CA",<raw>,"San Mateo County","CA",37.54,-122.33,"Pacific",3,<raw>,23981,4934,4.86,0,9804,9422,989200,107124,-122.361134,-122.296325,37.573163,37.507196
"656","93035",2023-05-05,18,1,34.322597296874,22,33,53.4717676281929,5.60900520248281,"Standard","Oxnard","Oxnard, CA",<raw>,"Ventura County","CA",34.1,-119.3,"Pacific",10,<raw>,27732,6748,4.11,0.8,11848,9909,389400,80538,-119.250144,-119.194757,34.197799,34.14426
"657","92859",2023-01-11,8,0,49.747274677565,23,26,71.0278332226499,4.66018819642056,"PO Box","Orange",NA,<raw>,"Orange County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","92327",2023-10-07,3,1,27.4104953051617,12,28,61.1724599828951,5.37811001094116,"Standard","Daggett","Daggett, CA",<raw>,"San Bernardino County","CA",34.86,-116.79,"Pacific",7,<raw>,632,22,28.22,0.24,369,273,53400,37000,-116.966846,-116.68061,34.90247,34.82892
"659","93063",2023-10-28,4,1,50.667147580997,14,34,46.8534405219686,2.90201140810739,"Standard","Simi Valley","Simi Valley, CA",<raw>,"Ventura County","CA",34.29,-118.69,"Pacific",6,<raw>,54366,1650,32.95,0.14,19234,18650,423400,84216,-118.73974,-118.632533,34.378356,34.241484
"660","93099",2023-12-25,2,1,54.6977396330647,18,34,34.0604763938609,0.781902255838615,"Unique","Simi Valley",NA,<raw>,"Ventura County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","92232",2023-09-30,1,1,40.5329637382647,26,29,49.8548478367384,1.98908589541028,"PO Box","Calexico",NA,<raw>,"Imperial County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","95993",2023-01-12,16,1,52.9942435798706,25,37,39.9482490262635,4.51171174245194,"Standard","Yuba City","Yuba City, CA",<raw>,"Sutter County","CA",39.1,-121.7,"Pacific",11,<raw>,36067,422,85.52,0.06,12388,11734,230300,64011,-121.80489,-121.633275,39.196673,38.932846
"663","95965",2023-12-12,13,0,79.0671460295336,21,28,41.7664177900533,8.472424900528,"Standard","Oroville","Oroville, CA",<raw>,"Butte County","CA",39.6,-121.6,"Pacific",28,<raw>,20384,64,320.2,16.4,8002,7198,144800,36080,-121.877341,-121.378661,39.871395,39.295621
"664","91722",2023-10-11,11,0,52.0384136676455,16,30,74.2245295926544,7.34491093503234,"Standard","Covina","Covina, CA",<raw>,"Los Angeles County","CA",34.1,-117.91,"Pacific",2,<raw>,34409,8330,4.13,0,10450,10079,335900,66268,-117.942012,-117.872461,34.114059,34.078998
